DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,Vict Descent Full,Vict Age Group,Time_Formatted,Hour,Time_Category,Date_Rptd,DATE_OCC,Year,Month,DayOfWeek,Reporting_Delay,Delay_Category,zip_code
200705178,01/25/2020 12:00:00 AM,01/25/2020 12:00:00 AM,1425,7,Wilshire,702,2,860,BATTERY WITH SEXUAL CONTACT,0500 0448 1501,30,F,H,203,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Hispanic,Adults (25-49),14:25,14,Afternoon (12-18),2020-01-25,2020-01-25,2020,Jan,Sat,0,0-1 days,90046.0
201307726,03/06/2020 12:00:00 AM,03/06/2020 12:00:00 AM,1800,13,Newton,1313,1,122,"RAPE, ATTEMPTED",0913 2004 1814 2060 1218 0408,47,F,W,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",122,,,,White,Adults (25-49),18:00,18,Evening (18-24),2020-03-06,2020-03-06,2020,Mar,Fri,0,0-1 days,90021.0
201208110,02/29/2020 12:00:00 AM,02/29/2020 12:00:00 AM,745,12,77th Street,1235,1,122,"RAPE, ATTEMPTED",0913 2000 1813 1309 0448 0408 0302 0421 1816 0853,33,F,B,501,SINGLE FAMILY DWELLING,102.0,HAND GUN,122,,,,Black,Adults (25-49),7:45,7,Morning (6-12),2020-02-29,2020-02-29,2020,Feb,Sat,0,0-1 days,90044.0
200615040,09/07/2020 12:00:00 AM,09/04/2020 12:00:00 AM,300,6,Hollywood,668,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,1822 1305 1268 0545 0413 0408 0342 0519 0507 0418,29,M,H,102,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",210,821.0,910.0,,Hispanic,Adults (25-49),3:00,3,Night (0-6),2020-09-07,2020-09-04,2020,Sep,Fri,3,1-7 days,90027.0
201206332,02/02/2020 12:00:00 AM,01/27/2020 12:00:00 AM,1600,12,77th Street,1267,1,121,"RAPE, FORCIBLE",1251 1259 0500 0522 0537 0526 0516 0400 0356 0913,15,F,B,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,,,,Black,Adolescents (13-17),16:00,16,Afternoon (12-18),2020-02-02,2020-01-27,2020,Jan,Mon,6,1-7 days,90044.0
200909491,05/09/2020 12:00:00 AM,05/09/2020 12:00:00 AM,1245,9,Van Nuys,914,2,860,BATTERY WITH SEXUAL CONTACT,0419 0400 0500 2000 1218,39,F,W,103,ALLEY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,White,Adults (25-49),12:45,12,Afternoon (12-18),2020-05-09,2020-05-09,2020,May,Sat,0,0-1 days,91405.0
200707127,03/07/2020 12:00:00 AM,03/06/2020 12:00:00 AM,1700,7,Wilshire,721,2,860,BATTERY WITH SEXUAL CONTACT,0500 0522 1501,27,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,White,Adults (25-49),17:00,17,Afternoon (12-18),2020-03-07,2020-03-06,2020,Mar,Fri,1,0-1 days,90048.0
200121696,11/29/2020 12:00:00 AM,11/29/2020 12:00:00 AM,1030,1,Central,151,1,121,"RAPE, FORCIBLE",0526 0527 1402 1415 0400 0443 0532 0913 0319,21,F,W,503,HOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,998.0,,,White,Young Adults (18-24),10:30,10,Morning (6-12),2020-11-29,2020-11-29,2020,Nov,Sun,0,0-1 days,90017.0
200614640,08/29/2020 12:00:00 AM,08/20/2020 12:00:00 AM,1430,6,Hollywood,636,1,121,"RAPE, FORCIBLE",0400 0500 0516 0527 0533 1823 1913 0940 1817,23,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,,,,Hispanic,Young Adults (18-24),14:30,14,Afternoon (12-18),2020-08-29,2020-08-20,2020,Aug,Thu,9,8-30 days,90028.0
200215486,09/26/2020 12:00:00 AM,09/26/2020 12:00:00 AM,1530,2,Rampart,256,2,860,BATTERY WITH SEXUAL CONTACT,0522 0448 0551 1817,18,M,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Hispanic,Young Adults (18-24),15:30,15,Afternoon (12-18),2020-09-26,2020-09-26,2020,Sep,Sat,0,0-1 days,90017.0
200400607,02/16/2020 12:00:00 AM,02/16/2020 12:00:00 AM,500,4,Hollenbeck,421,1,121,"RAPE, FORCIBLE",1415 0527 0913,20,F,W,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,998.0,,,White,Young Adults (18-24),5:00,5,Night (0-6),2020-02-16,2020-02-16,2020,Feb,Sun,0,0-1 days,90031.0
200300717,07/03/2020 12:00:00 AM,07/03/2020 12:00:00 AM,300,3,Southwest,354,1,121,"RAPE, FORCIBLE",0913 2000 0329 1402 1409 1415 0400 1814 1262 0522,29,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,,,,Hispanic,Adults (25-49),3:00,3,Night (0-6),2020-07-03,2020-07-03,2020,Jul,Fri,0,0-1 days,90018.0
201206866,02/09/2020 12:00:00 AM,02/09/2020 12:00:00 AM,2230,12,77th Street,1256,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,1822 1407 0216 1415 1309 0302 0432 1305 0507 0209,22,F,H,101,STREET,110.0,SEMI-AUTOMATIC RIFLE,815,910.0,998.0,,Hispanic,Young Adults (18-24),22:30,22,Evening (18-24),2020-02-09,2020-02-09,2020,Feb,Sun,0,0-1 days,90044.0
200604396,01/09/2020 12:00:00 AM,01/09/2020 12:00:00 AM,1445,6,Hollywood,643,2,860,BATTERY WITH SEXUAL CONTACT,500,24,M,W,203,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,White,Young Adults (18-24),14:45,14,Afternoon (12-18),2020-01-09,2020-01-09,2020,Jan,Thu,0,0-1 days,90046.0
201221895,10/02/2020 12:00:00 AM,10/02/2020 12:00:00 AM,1600,12,77th Street,1268,2,860,BATTERY WITH SEXUAL CONTACT,0913 0361 1019 0448 0522,28,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Hispanic,Adults (25-49),16:00,16,Afternoon (12-18),2020-10-02,2020-10-02,2020,Oct,Fri,0,0-1 days,90003.0
201306491,02/14/2020 12:00:00 AM,02/11/2020 12:00:00 AM,1520,13,Newton,1351,2,760,LEWD/LASCIVIOUS ACTS WITH CHILD,1258 1251,11,F,H,103,ALLEY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",760,,,,Hispanic,Children (0-12),15:20,15,Afternoon (12-18),2020-02-14,2020-02-11,2020,Feb,Tue,3,1-7 days,90037.0
200408275,04/27/2020 12:00:00 AM,04/27/2020 12:00:00 AM,1620,4,Hollenbeck,478,2,860,BATTERY WITH SEXUAL CONTACT,1822 0416 0429 0527 2004,26,F,A,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Asian,Adults (25-49),16:20,16,Afternoon (12-18),2020-04-27,2020-04-27,2020,Apr,Mon,0,0-1 days,90023.0
201226695,12/18/2020 12:00:00 AM,10/04/2020 12:00:00 AM,300,12,77th Street,1203,1,121,"RAPE, FORCIBLE",0444 0527 0526 0913,24,F,W,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,,,,White,Young Adults (18-24),3:00,3,Night (0-6),2020-12-18,2020-10-04,2020,Oct,Sun,75,1-12 months,90062.0
200711524,07/12/2020 12:00:00 AM,07/04/2020 12:00:00 AM,2300,7,Wilshire,735,1,121,"RAPE, FORCIBLE",0500 0527 0519 0516 1814 0913,47,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,,,,White,Adults (25-49),23:00,23,Evening (18-24),2020-07-12,2020-07-04,2020,Jul,Sat,8,8-30 days,90036.0
200507181,03/15/2020 12:00:00 AM,03/15/2020 12:00:00 AM,30,5,Harbor,503,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",0913 0527 0533 1251 1259 1813,15,F,H,501,SINGLE FAMILY DWELLING,,,810,,,,Hispanic,Adolescents (13-17),0:30,0,Night (0-6),2020-03-15,2020-03-15,2020,Mar,Sun,0,0-1 days,90710.0
200322357,12/28/2020 12:00:00 AM,12/28/2020 12:00:00 AM,200,3,Southwest,359,1,121,"RAPE, FORCIBLE",1822 0500 2034 1409 1415 1218,32,F,B,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,,,,Black,Adults (25-49),2:00,2,Night (0-6),2020-12-28,2020-12-28,2020,Dec,Mon,0,0-1 days,90007.0
200606305,02/15/2020 12:00:00 AM,02/15/2020 12:00:00 AM,1830,6,Hollywood,643,2,860,BATTERY WITH SEXUAL CONTACT,0500 2004 1822 0522 0400,30,F,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Hispanic,Adults (25-49),18:30,18,Evening (18-24),2020-02-15,2020-02-15,2020,Feb,Sat,0,0-1 days,90046.0
200213415,08/06/2020 12:00:00 AM,02/03/2020 12:00:00 AM,1800,2,Rampart,237,1,121,"RAPE, FORCIBLE",0400 0913 1814 0500 0527 2000 0432,48,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,,,,Hispanic,Adults (25-49),18:00,18,Evening (18-24),2020-08-06,2020-02-03,2020,Feb,Mon,185,1-12 months,90017.0
200318288,10/02/2020 12:00:00 AM,10/01/2020 12:00:00 AM,2200,3,Southwest,357,2,860,BATTERY WITH SEXUAL CONTACT,1251 0510 2034 0913 0558,21,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Hispanic,Young Adults (18-24),22:00,22,Evening (18-24),2020-10-02,2020-10-01,2020,Oct,Thu,1,0-1 days,90007.0
200205284,01/27/2020 12:00:00 AM,01/06/2020 12:00:00 AM,100,2,Rampart,257,2,860,BATTERY WITH SEXUAL CONTACT,0503 0522 0551 1822,57,F,B,701,HOSPITAL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Black,Older Adults (50+),1:00,1,Night (0-6),2020-01-27,2020-01-06,2020,Jan,Mon,21,8-30 days,90017.0
200416143,12/21/2020 12:00:00 AM,08/01/2020 12:00:00 AM,700,4,Hollenbeck,448,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",1259 1251 0400 0342 0913 1235 0533,15,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",810,,,,Hispanic,Adolescents (13-17),7:00,7,Morning (6-12),2020-12-21,2020-08-01,2020,Aug,Sat,142,1-12 months,90033.0
201204967,01/15/2020 12:00:00 AM,01/14/2020 12:00:00 AM,2200,12,77th Street,1266,1,121,"RAPE, FORCIBLE",2000 1813 0408 0411 1307 1402 0416 0421 0429 0913,40,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,,,,Hispanic,Adults (25-49),22:00,22,Evening (18-24),2020-01-15,2020-01-14,2020,Jan,Tue,1,0-1 days,90044.0
200712449,08/06/2020 12:00:00 AM,05/23/2020 12:00:00 AM,1355,7,Wilshire,732,2,860,BATTERY WITH SEXUAL CONTACT,0500 0522,23,F,B,242,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Black,Young Adults (18-24),13:55,13,Afternoon (12-18),2020-08-06,2020-05-23,2020,May,Sat,75,1-12 months,90048.0
201207182,02/13/2020 12:00:00 AM,02/13/2020 12:00:00 AM,2230,12,77th Street,1269,1,122,"RAPE, ATTEMPTED",0305 0319 0400 0409 0416 0500 0532 0913 1813 2000,25,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",122,,,,Hispanic,Adults (25-49),22:30,22,Evening (18-24),2020-02-13,2020-02-13,2020,Feb,Thu,0,0-1 days,90003.0
201000838,08/30/2020 12:00:00 AM,08/30/2020 12:00:00 AM,1630,10,West Valley,1094,1,820,ORAL COPULATION,0913 1402 0522 0510,27,F,B,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",820,998.0,,,Black,Adults (25-49),16:30,16,Afternoon (12-18),2020-08-30,2020-08-30,2020,Aug,Sun,0,0-1 days,91316.0
201115013,10/23/2020 12:00:00 AM,09/19/2020 12:00:00 AM,1715,11,Northeast,1117,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,1402 1822 1018 1020 1206 0541 0342,29,F,H,207,BAR/COCKTAIL/NIGHTCLUB,500.0,UNKNOWN WEAPON/OTHER WEAPON,815,998.0,,,Hispanic,Adults (25-49),17:15,17,Afternoon (12-18),2020-10-23,2020-09-19,2020,Sep,Sat,34,1-12 months,90041.0
200119546,10/16/2020 12:00:00 AM,10/15/2020 12:00:00 AM,1700,1,Central,162,2,860,BATTERY WITH SEXUAL CONTACT,2004 1822 0522,27,F,B,102,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Black,Adults (25-49),17:00,17,Afternoon (12-18),2020-10-16,2020-10-15,2020,Oct,Thu,1,0-1 days,90014.0
201221448,09/26/2020 12:00:00 AM,09/26/2020 12:00:00 AM,530,12,77th Street,1235,1,122,"RAPE, ATTEMPTED",0913 0500 1402 0523 1415 0516 0518 0522 2001 0853,37,F,B,109,PARK/PLAYGROUND,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",122,,,,Black,Adults (25-49),5:30,5,Night (0-6),2020-09-26,2020-09-26,2020,Sep,Sat,0,0-1 days,90044.0
200107972,02/27/2020 12:00:00 AM,02/27/2020 12:00:00 AM,100,1,Central,152,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,1415 1822 0377 1206 0500,21,F,O,103,ALLEY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",815,,,,Other,Young Adults (18-24),1:00,1,Night (0-6),2020-02-27,2020-02-27,2020,Feb,Thu,0,0-1 days,90017.0
201222575,10/14/2020 12:00:00 AM,10/08/2020 12:00:00 AM,2200,12,77th Street,1253,1,121,"RAPE, FORCIBLE",1022 1309 0432 1822 0500 0527 0516 0512 0334 0302,20,F,B,122,"VEHICLE, PASSENGER/TRUCK",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,,,,Black,Young Adults (18-24),22:00,22,Evening (18-24),2020-10-14,2020-10-08,2020,Oct,Thu,6,1-7 days,90047.0
200815148,10/11/2020 12:00:00 AM,10/11/2020 12:00:00 AM,1520,8,West LA,884,2,860,BATTERY WITH SEXUAL CONTACT,1822 0500,53,F,H,406,OTHER STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Hispanic,Older Adults (50+),15:20,15,Afternoon (12-18),2020-10-11,2020-10-11,2020,Oct,Sun,0,0-1 days,90064.0
201000977,11/18/2020 12:00:00 AM,11/15/2020 12:00:00 AM,600,10,West Valley,1008,1,121,"RAPE, FORCIBLE",1259 0516 0906 0418 1822 1300 1310 0522 0510 1415,15,F,O,122,"VEHICLE, PASSENGER/TRUCK",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,910.0,998.0,,Other,Adolescents (13-17),6:00,6,Morning (6-12),2020-11-18,2020-11-15,2020,Nov,Sun,3,1-7 days,91406.0
201217556,07/31/2020 12:00:00 AM,01/03/2020 12:00:00 AM,1,12,77th Street,1283,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,2000 0913 0519 0448 0520 1814,38,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",821,,,,Hispanic,Adults (25-49),0:01,0,Night (0-6),2020-07-31,2020-01-03,2020,Jan,Fri,210,1-12 months,90047.0
201005764,02/10/2020 12:00:00 AM,02/10/2020 12:00:00 AM,540,10,West Valley,1011,1,121,"RAPE, FORCIBLE",1415 0361 1820 0913 1206 2034 0510 0515 1823,20,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,998.0,,,Hispanic,Young Adults (18-24),5:40,5,Night (0-6),2020-02-10,2020-02-10,2020,Feb,Mon,0,0-1 days,91335.0
200215819,10/02/2020 12:00:00 AM,09/11/2020 12:00:00 AM,1030,2,Rampart,245,1,121,"RAPE, FORCIBLE",0913 0400 0558 0537 2002 0448 1206 0516,20,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,,,,Hispanic,Young Adults (18-24),10:30,10,Morning (6-12),2020-10-02,2020-09-11,2020,Sep,Fri,21,8-30 days,90057.0
200114234,07/02/2020 12:00:00 AM,07/02/2020 12:00:00 AM,1100,1,Central,147,2,860,BATTERY WITH SEXUAL CONTACT,0913 0917 0522,33,F,B,503,HOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Black,Adults (25-49),11:00,11,Morning (6-12),2020-07-02,2020-07-02,2020,Jul,Thu,0,0-1 days,90013.0
200510091,05/30/2020 12:00:00 AM,05/30/2020 12:00:00 AM,30,5,Harbor,528,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,1402 0400 2034 1817 0515 0913 2001 1300,23,F,W,509,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",815,998.0,,,White,Young Adults (18-24),0:30,0,Night (0-6),2020-05-30,2020-05-30,2020,May,Sat,0,0-1 days,90744.0
200315597,08/11/2020 12:00:00 AM,08/10/2020 12:00:00 AM,2300,3,Southwest,319,1,121,"RAPE, FORCIBLE",1822 0527 0522 1823 1310 1415 1409,19,F,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,,,,Hispanic,Young Adults (18-24),23:00,23,Evening (18-24),2020-08-11,2020-08-10,2020,Aug,Mon,1,0-1 days,90007.0
200122819,12/27/2020 12:00:00 AM,12/23/2020 12:00:00 AM,730,1,Central,182,2,860,BATTERY WITH SEXUAL CONTACT,0913 1823 1913 0510 0522 0503 0536 0344 0529 1822,36,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Asian,Adults (25-49),7:30,7,Morning (6-12),2020-12-27,2020-12-23,2020,Dec,Wed,4,1-7 days,90015.0
200517934,12/17/2020 12:00:00 AM,11/18/2020 12:00:00 AM,1600,5,Harbor,564,1,121,"RAPE, FORCIBLE",1303 1822 1305 0418 0500 0943,24,F,H,122,"VEHICLE, PASSENGER/TRUCK",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,921.0,998.0,,Hispanic,Young Adults (18-24),16:00,16,Afternoon (12-18),2020-12-17,2020-11-18,2020,Nov,Wed,29,8-30 days,90731.0
200604836,01/17/2020 12:00:00 AM,01/17/2020 12:00:00 AM,1500,6,Hollywood,666,2,860,BATTERY WITH SEXUAL CONTACT,0400 0500 0522,22,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Hispanic,Young Adults (18-24),15:00,15,Afternoon (12-18),2020-01-17,2020-01-17,2020,Jan,Fri,0,0-1 days,90028.0
200116032,08/08/2020 12:00:00 AM,08/08/2020 12:00:00 AM,330,1,Central,142,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,2034 0515 0510 1402 1414 1415 1822 1218,22,F,W,503,HOTEL,500.0,UNKNOWN WEAPON/OTHER WEAPON,815,998.0,,,White,Young Adults (18-24),3:30,3,Night (0-6),2020-08-08,2020-08-08,2020,Aug,Sat,0,0-1 days,90071.0
200320206,11/10/2020 12:00:00 AM,10/03/2020 12:00:00 AM,1330,3,Southwest,379,2,860,BATTERY WITH SEXUAL CONTACT,0913 0361 0448,41,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Hispanic,Adults (25-49),13:30,13,Afternoon (12-18),2020-11-10,2020-10-03,2020,Oct,Sat,38,1-12 months,90037.0
200817571,12/15/2020 12:00:00 AM,12/15/2020 12:00:00 AM,1215,8,West LA,828,2,860,BATTERY WITH SEXUAL CONTACT,0500 0522 1822,50,F,W,102,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,White,Older Adults (50+),12:15,12,Afternoon (12-18),2020-12-15,2020-12-15,2020,Dec,Tue,0,0-1 days,90024.0
200205585,02/02/2020 12:00:00 AM,02/01/2020 12:00:00 AM,2000,2,Rampart,218,1,121,"RAPE, FORCIBLE",0913 1820 1300 2033 0536 0534 0537 1206 2002,21,F,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,,,,Hispanic,Young Adults (18-24),20:00,20,Evening (18-24),2020-02-02,2020-02-01,2020,Feb,Sat,1,0-1 days,90026.0
200617031,10/22/2020 12:00:00 AM,10/17/2020 12:00:00 AM,2330,6,Hollywood,637,1,121,"RAPE, FORCIBLE",1402 0527 2002 1817,25,F,H,108,PARKING LOT,500.0,UNKNOWN WEAPON/OTHER WEAPON,121,998.0,,,Hispanic,Adults (25-49),23:30,23,Evening (18-24),2020-10-22,2020-10-17,2020,Oct,Sat,5,1-7 days,90028.0
200713749,09/11/2020 12:00:00 AM,09/11/2020 12:00:00 AM,2100,7,Wilshire,789,1,121,"RAPE, FORCIBLE",1219 1822 0400 0522 0527 1415,31,F,B,121,YARD (RESIDENTIAL/BUSINESS),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,,,,Black,Adults (25-49),21:00,21,Evening (18-24),2020-09-11,2020-09-11,2020,Sep,Fri,0,0-1 days,90018.0
200309210,03/29/2020 12:00:00 AM,03/27/2020 12:00:00 AM,1100,3,Southwest,326,1,121,"RAPE, FORCIBLE",0527 0512 0519 0418 0413 1817 1402 1407 0913,22,F,W,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,998.0,,,White,Young Adults (18-24),11:00,11,Morning (6-12),2020-03-29,2020-03-27,2020,Mar,Fri,2,1-7 days,90018.0
200613359,08/01/2020 12:00:00 AM,07/31/2020 12:00:00 AM,2300,6,Hollywood,648,1,121,"RAPE, FORCIBLE",0500 0552 0400 1402 1268 1817,29,F,B,505,MOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,998.0,,,Black,Adults (25-49),23:00,23,Evening (18-24),2020-08-01,2020-07-31,2020,Jul,Fri,1,0-1 days,90028.0
200311377,05/15/2020 12:00:00 AM,05/15/2020 12:00:00 AM,2043,3,Southwest,328,2,860,BATTERY WITH SEXUAL CONTACT,0503 0522 0551 0509 0448 1822 2004 2033,44,F,H,102,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Hispanic,Adults (25-49),20:43,20,Evening (18-24),2020-05-15,2020-05-15,2020,May,Fri,0,0-1 days,90007.0
201225526,12/01/2020 12:00:00 AM,11/07/2020 12:00:00 AM,1200,12,77th Street,1249,2,822,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,0943 1259,15,F,B,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",822,,,,Black,Adolescents (13-17),12:00,12,Afternoon (12-18),2020-12-01,2020-11-07,2020,Nov,Sat,24,8-30 days,90003.0
200311379,05/15/2020 12:00:00 AM,05/14/2020 12:00:00 AM,2300,3,Southwest,316,1,820,ORAL COPULATION,0913 0408 0416 0429 0446 1813 2000 2034 1222 2007,32,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",820,,,,Black,Adults (25-49),23:00,23,Evening (18-24),2020-05-15,2020-05-14,2020,May,Thu,1,0-1 days,90018.0
200115807,08/04/2020 12:00:00 AM,08/03/2020 12:00:00 AM,1945,1,Central,153,2,860,BATTERY WITH SEXUAL CONTACT,0448 1822 0345 0400 0305,19,F,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Hispanic,Young Adults (18-24),19:45,19,Evening (18-24),2020-08-04,2020-08-03,2020,Aug,Mon,1,0-1 days,90014.0
200416220,12/23/2020 12:00:00 AM,10/04/2020 12:00:00 AM,1200,4,Hollenbeck,463,1,121,"RAPE, FORCIBLE",527,21,F,H,122,"VEHICLE, PASSENGER/TRUCK",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,,,,Hispanic,Young Adults (18-24),12:00,12,Afternoon (12-18),2020-12-23,2020-10-04,2020,Oct,Sun,80,1-12 months,90033.0
201016065,12/14/2020 12:00:00 AM,12/14/2020 12:00:00 AM,1,10,West Valley,1000,2,860,BATTERY WITH SEXUAL CONTACT,0913 1415 0400 0551 1817 1218,27,F,W,122,"VEHICLE, PASSENGER/TRUCK",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,White,Adults (25-49),0:01,0,Night (0-6),2020-12-14,2020-12-14,2020,Dec,Mon,0,0-1 days,
201207778,02/24/2020 12:00:00 AM,02/23/2020 12:00:00 AM,300,12,77th Street,1265,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",0527 1258 2024 1402 1415 0515 0913,13,F,B,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",810,,,,Black,Adolescents (13-17),3:00,3,Night (0-6),2020-02-24,2020-02-23,2020,Feb,Sun,1,0-1 days,90044.0
